FirstPurchaseDate,Frequency,Monetary,Tenure,Variety,PurchaseVelocity,AvgTicketSize,Recency,Churn,Churn_Probability
2010-01-17 12:22:00,1,136.8,327,4,0.003048780487804878,136.8,327,1,0.9890258333648256
2010-07-06 16:52:00,2,286.6,157,35,0.012658227848101266,143.3,59,0,0.3731370073053308
2010-03-01 16:31:00,11,1654.08,284,67,0.03859649122807018,150.3709090909091,15,0,0.05390352040479937
2010-10-12 08:43:00,1,124.95,59,7,0.016666666666666666,124.95,59,0,0.011574405776719551
2010-07-21 10:11:00,1,42.22,142,3,0.006993006993006993,42.22,142,1,0.975745648143164
2010-11-10 15:17:00,1,70.80000000000001,30,2,0.03225806451612903,70.80000000000001,30,0,0.01280465537975895
2010-02-02 10:06:00,4,1275.81,311,72,0.01282051282051282,318.9525,99,1,0.16718641216346444
2010-06-17 09:30:00,2,975.87,176,45,0.011299435028248588,487.935,60,0,0.32972698714781373
2010-05-26 15:48:00,4,1774.68,198,81,0.020100502512562814,443.67,67,0,0.10327513076461038
2009-12-18 12:19:00,4,730.7,357,36,0.0111731843575419,182.675,38,0,0.4484559131476501
2010-08-29 14:36:00,2,692.95,103,23,0.019230769230769232,346.475,73,0,0.17048307026925083
2010-09-28 16:12:00,1,359.27,73,20,0.013513513513513514,359.27,73,0,0.012822507345291034
2010-01-14 07:25:00,9,2651.45,330,37,0.027190332326283987,294.60555555555555,52,0,0.08280939616058045
2009-12-03 10:26:00,9,4019.85,372,170,0.024128686327077747,446.65,28,0,0.035142101459374166
2010-02-25 16:01:00,3,6116.92,288,67,0.010380622837370242,2038.9733333333334,232,1,0.4387166041281981
2010-10-21 14:21:00,2,563.08,50,31,0.0392156862745098,281.54,18,0,0.00791621308242903
2010-11-02 12:37:00,1,721.28,38,45,0.02564102564102564,721.28,38,0,0.008987271214227138
2010-04-06 12:43:00,4,992.41,248,52,0.01606425702811245,248.1025,67,0,0.12439397626822832
2009-12-16 16:10:00,11,6009.34,359,33,0.030555555555555555,546.3036363636364,8,0,0.0751917692012543
2010-06-23 12:35:00,1,320.0,170,1,0.005847953216374269,320.0,170,1,0.9763703990669542
2010-05-11 11:30:00,1,246.54000000000002,213,15,0.004672897196261682,246.54000000000002,213,1,0.987446245825917
2010-02-24 15:02:00,1,200.43,289,35,0.0034482758620689655,200.43,289,1,0.9888104674216114
2010-08-17 09:59:00,2,854.1500000000001,115,49,0.017241379310344827,427.07500000000005,30,0,0.1720204858478807
2009-12-04 11:07:00,3,1314.66,371,41,0.008064516129032258,438.22,12,0,0.33269897007374827
2009-12-04 12:14:00,3,446.76,371,20,0.008064516129032258,148.92,47,0,0.5238062596780246
2009-12-16 09:41:00,12,9572.45,359,183,0.03333333333333333,797.7041666666668,16,0,0.03558727542940087
2009-12-11 12:58:00,5,3125.0,364,1,0.0136986301369863,625.0,45,0,0.15806452578126282
2010-11-29 17:35:00,1,222.21,11,52,0.08333333333333333,222.21,11,0,0.006950613318819605
2010-02-19 10:32:00,3,458.25,294,21,0.010169491525423728,152.75,53,0,0.5772865966789104
2009-12-05 13:12:00,8,4709.2300000000005,370,172,0.0215633423180593,588.6537500000001,15,0,0.04255301818574697
2010-07-16 15:11:00,3,477.98,147,56,0.02027027027027027,159.32666666666668,35,0,0.1189573537896149
2010-11-12 14:40:00,1,538.4,28,19,0.034482758620689655,538.4,28,0,0.007861653766238591
2010-09-30 10:35:00,1,193.25,71,12,0.013888888888888888,193.25,71,0,0.011496718389684909
2010-04-21 16:20:00,14,2347.33,233,107,0.05982905982905983,167.66642857142855,3,0,0.0584404853846797
2010-10-05 12:38:00,2,438.9,66,22,0.029850746268656716,219.45,23,0,0.009632318885088417
2010-01-05 15:21:00,3,996.61,339,23,0.008823529411764706,332.2033333333333,112,1,0.6021629440691258
2010-09-30 13:08:00,1,390.86,71,21,0.013888888888888888,390.86,71,0,0.011135685072445434
2010-11-08 13:24:00,1,85.6,32,4,0.030303030303030304,85.6,32,0,0.013182371633989942
2010-10-12 13:22:00,1,123.66,59,8,0.016666666666666666,123.66,59,0,0.011574405776719551
2010-03-25 13:15:00,18,4311.93,260,240,0.06896551724137931,239.55166666666668,1,0,0.023354592632089034
2010-09-28 11:53:00,2,846.55,73,10,0.02702702702702703,423.275,22,0,0.010666662806560326
2010-01-26 09:51:00,6,1909.31,318,87,0.018808777429467086,318.2183333333333,59,0,0.10645055560665452
2010-05-06 17:55:00,1,264.13,218,15,0.0045662100456621,264.13,218,1,0.987446245825917
2010-02-02 13:13:00,6,2832.56,311,290,0.019230769230769232,472.0933333333333,29,0,0.05363837364466722
2010-02-09 13:08:00,3,834.38,304,43,0.009836065573770493,278.12666666666667,142,1,0.42744594518733126
2010-10-24 14:08:00,1,519.8100000000001,47,13,0.020833333333333332,519.8100000000001,47,0,0.010340491988632815
2009-12-03 10:02:00,6,2546.36,372,309,0.0160857908847185,424.3933333333334,29,0,0.05117096843662919
2010-02-21 14:18:00,4,599.78,292,47,0.013651877133105802,149.945,75,0,0.20131603852942948
2010-10-20 10:03:00,1,331.14,51,22,0.019230769230769232,331.14,51,0,0.0102960282198527
2010-01-20 14:04:00,6,2573.7799999999997,324,87,0.018461538461538463,428.9633333333333,1,0,0.08362829576066323
2009-12-09 13:53:00,10,4505.02,366,186,0.027247956403269755,450.50200000000007,2,0,0.03778777463630847
2009-12-07 11:51:00,8,1128.09,368,47,0.02168021680216802,141.01125,2,0,0.08825328780146276
2010-02-09 13:56:00,7,2960.73,304,81,0.022950819672131147,422.9614285714286,10,0,0.047453529829235785
2010-11-04 09:54:00,2,682.54,36,46,0.05405405405405406,341.27,15,0,0.008767304317367225
2010-03-24 11:05:00,2,609.84,261,54,0.007633587786259542,304.92,19,0,0.3852170523457051
2010-05-25 12:13:00,3,759.98,199,34,0.015,253.32666666666668,100,1,0.20133365133744868
2010-09-02 17:04:00,2,142.7,99,5,0.02,71.35,16,0,0.3121010348124993
2009-12-03 11:57:00,10,3309.35,372,80,0.02680965147453083,330.935,15,0,0.045336477322667754
2009-12-18 12:43:00,9,2508.32,357,106,0.025139664804469275,278.70222222222225,15,0,0.047762843053849605
2010-11-05 15:07:00,2,895.76,35,29,0.05555555555555555,447.88,22,0,0.007902028203868034
2010-06-07 17:33:00,3,382.31,186,36,0.016042780748663103,127.43666666666667,155,1,0.34626604575872477
2010-05-12 13:18:00,3,566.7,212,30,0.014084507042253521,188.9,82,0,0.21213627886822267
2009-12-05 12:42:00,17,5600.45,370,132,0.04582210242587601,329.43823529411765,10,0,0.027950866123979668
2009-12-02 09:50:00,4,1410.68,373,23,0.0106951871657754,352.67,50,0,0.40762417020482494
2010-08-03 12:49:00,7,2487.01,129,42,0.05384615384615385,355.2871428571429,9,0,0.054761763082931784
2009-12-07 08:53:00,1,209.41,368,16,0.0027100271002710027,209.41,368,1,0.9869084559200972
2010-09-30 09:39:00,4,1675.81,71,61,0.05555555555555555,418.9525,29,0,0.009342626005801978
2010-02-25 09:45:00,4,1234.48,288,40,0.01384083044982699,308.62,164,1,0.1904451095299571
2010-07-15 09:06:00,1,79.48,148,5,0.006711409395973154,79.48,148,1,0.9732687081271137
2010-10-03 13:09:00,1,509.04,68,32,0.014492753623188406,509.04,68,0,0.011467673111287463
2010-09-03 12:08:00,1,404.29999999999995,98,32,0.010101010101010102,404.29999999999995,98,1,0.9404669231497378
2010-05-23 12:46:00,2,445.15,201,20,0.009900990099009901,222.575,201,1,0.5177798410050128
2010-04-11 13:40:00,2,457.82,243,32,0.00819672131147541,228.91,116,1,0.5093912817242197
2010-03-26 10:02:00,2,611.55,259,30,0.007692307692307693,305.775,16,0,0.567205141817717
2010-05-12 09:04:00,2,1443.03,212,37,0.009389671361502348,721.515,12,0,0.44096766966385936
2010-01-08 14:12:00,7,7062.2,336,246,0.020771513353115726,1008.8857142857142,32,0,0.16723621513082554
2010-05-17 14:52:00,1,229.75,207,14,0.004807692307692308,229.75,207,1,0.987446245825917
2010-03-04 14:23:00,1,367.15,281,13,0.0035460992907801418,367.15,281,1,0.9879107942392774
2010-06-28 15:29:00,2,606.21,165,29,0.012048192771084338,303.105,112,1,0.5087878766840831
2010-04-26 11:22:00,4,1084.68,228,64,0.017467248908296942,271.17,10,0,0.09674165979152392
2010-08-10 09:38:00,1,352.15000000000003,122,19,0.008130081300813009,352.15000000000003,122,1,0.9599939139626694
2010-11-14 10:51:00,1,318.04,26,18,0.037037037037037035,318.04,26,0,0.007973342365822745
2010-05-05 09:56:00,8,4057.9,219,60,0.03636363636363636,507.2375,100,1,0.08127573332627092
2010-03-24 14:10:00,2,713.11,261,43,0.007633587786259542,356.555,106,1,0.42090915686250124
2010-06-07 12:02:00,3,10396.5,186,3,0.016042780748663103,3465.5,186,1,0.6490954472352399
2009-12-10 17:27:00,14,5902.2,365,462,0.03825136612021858,421.5857142857143,2,0,0.022960750747989433
2009-12-03 15:35:00,27,23712.31,372,204,0.07238605898123325,878.2337037037038,1,0,0.0225176119238082
2009-12-14 12:02:00,6,1874.68,361,53,0.016574585635359115,312.44666666666666,2,0,0.14997932464121097
2010-06-02 15:10:00,1,109.44,191,1,0.005208333333333333,109.44,191,1,0.9877932426199174
2010-04-06 12:39:00,4,1428.7,248,42,0.01606425702811245,357.175,42,0,0.13703865894505715
2009-12-07 11:39:00,4,689.75,368,76,0.01084010840108401,172.4375,114,1,0.34302771976843655
2010-02-04 08:56:00,2,1509.5,309,54,0.0064516129032258064,754.75,33,0,0.5692917025764193
2010-05-13 10:15:00,1,115.08000000000001,211,4,0.0047169811320754715,115.08000000000001,211,1,0.9877932426199174
2009-12-01 12:14:00,23,9030.65,374,265,0.06133333333333333,392.63695652173914,22,0,0.019901092869962562
2009-12-14 15:07:00,1,431.98,361,21,0.0027624309392265192,431.98,361,1,0.9878995181947904
2009-12-10 15:56:00,2,304.25,365,37,0.00546448087431694,152.125,127,1,0.7457301532269042
2010-01-24 15:14:00,6,2470.28,320,446,0.018691588785046728,411.71333333333337,54,0,0.05482804225366638
2010-01-08 10:08:00,13,9653.28,336,16,0.03857566765578635,742.5600000000001,9,0,0.06531816614794289
2010-02-01 10:05:00,10,2946.42,312,87,0.03194888178913738,294.642,8,0,0.0467353113682536
2010-11-22 14:08:00,2,338.76,18,55,0.10526315789473684,169.38,18,0,0.008213814516217373
2010-04-01 14:52:00,9,7557.31,253,364,0.03543307086614173,839.7011111111111,23,0,0.046085153903545666
2009-12-03 11:53:00,15,6823.610000000001,372,56,0.040214477211796246,454.9073333333334,2,0,0.035378052938537616
2010-11-14 11:37:00,1,255.45,26,65,0.037037037037037035,255.45,26,0,0.008811834899351986
2010-08-10 11:02:00,2,312.05,122,3,0.016260162601626018,156.025,33,0,0.24985111151710035
2009-12-16 15:11:00,2,795.3199999999999,359,23,0.005555555555555556,397.65999999999997,213,1,0.6842102061446259
2009-12-03 13:17:00,5,2190.88,372,124,0.013404825737265416,438.17600000000004,17,0,0.13475489142792263
2010-06-27 11:29:00,2,469.19,166,23,0.011976047904191617,234.595,98,1,0.49087609668583015
2010-03-11 09:47:00,13,3378.66,274,43,0.04727272727272727,259.8969230769231,2,0,0.04601293488864294
2009-12-01 18:03:00,3,917.4300000000001,374,17,0.008,305.81,143,1,0.46483253199633257
2009-12-10 14:28:00,12,15139.35,365,113,0.03278688524590164,1261.6125,10,0,0.053909191706784015
2009-12-08 13:46:00,9,22710.2,367,30,0.024456521739130436,2523.355555555556,74,0,0.07847951066849665
2010-01-21 13:22:00,10,1978.68,323,89,0.030864197530864196,197.868,66,0,0.07732742053069176
2010-10-04 12:03:00,3,891.02,67,42,0.04411764705882353,297.00666666666666,25,0,0.008867488367005969
2010-01-31 10:10:00,3,1262.52,313,73,0.009554140127388535,420.84,239,1,0.3339929105633437
2010-05-27 12:30:00,2,230.06,197,37,0.010101010101010102,115.03,150,1,0.5065705716314924
2010-01-24 12:27:00,1,326.55,320,40,0.003115264797507788,326.55,320,1,0.9874769182627506
2010-02-11 12:31:00,1,390.85,302,19,0.0033003300330033004,390.85,302,1,0.98813072364437
2010-03-26 13:55:00,1,219.4,259,6,0.0038461538461538464,219.4,259,1,0.9878215362604358
2010-06-16 14:47:00,3,792.61,177,36,0.016853932584269662,264.2033333333333,39,0,0.1735958355491517
2010-11-09 16:01:00,1,115.66,31,14,0.03125,115.66,31,0,0.009620454199459677
2010-03-28 15:05:00,4,643.26,257,80,0.015503875968992248,160.815,9,0,0.10383047221660491
2010-01-26 17:19:00,1,243.63,318,1,0.003134796238244514,243.63,318,1,0.9874715647525147
2009-12-02 15:01:00,4,1070.08,373,70,0.0106951871657754,267.52,49,0,0.16354447433810038
2009-12-10 18:27:00,9,4435.58,365,439,0.02459016393442623,492.84222222222223,5,0,0.0342905441513704
2010-11-12 11:47:00,1,231.10999999999999,28,36,0.034482758620689655,231.10999999999999,28,0,0.007680531726978419
2009-12-18 11:34:00,3,388.83,357,70,0.008379888268156424,129.60999999999999,7,0,0.3538864626044113
2010-07-15 14:36:00,1,150.5,148,7,0.006711409395973154,150.5,148,1,0.9729335836826639
2009-12-08 13:41:00,16,5656.43,367,336,0.043478260869565216,353.526875,4,0,0.022640423695208273
2010-09-03 10:52:00,1,39.95,98,1,0.010101010101010102,39.95,98,1,0.9393838258420367
2009-12-04 15:27:00,2,651.8,371,126,0.005376344086021506,325.9,40,0,0.27119216581669453
2010-10-14 19:46:00,3,13544.99,57,93,0.05172413793103448,4514.996666666667,42,0,0.018633076027665254
2010-01-10 13:41:00,2,9530.08,334,13,0.005970149253731343,4765.04,290,1,0.791155460040426
2009-12-16 16:24:00,10,3152.54,359,92,0.027777777777777776,315.254,10,0,0.04584914262912595
2010-09-26 11:58:00,1,335.22,75,41,0.013157894736842105,335.22,75,0,0.016444287797383595
2009-12-17 12:49:00,1,2.95,358,1,0.002785515320334262,2.95,358,1,0.9861373684167606
2010-03-04 10:46:00,2,422.86,281,39,0.0070921985815602835,211.43,117,1,0.5094546208276812
2009-12-10 11:55:00,9,2661.54,365,165,0.02459016393442623,295.7266666666667,11,0,0.03896968847866801
2010-03-28 13:36:00,7,3985.14,257,15,0.027131782945736434,569.3057142857143,24,0,0.07878037073340198
2010-05-28 16:11:00,3,555.37,196,100,0.015228426395939087,185.12333333333333,25,0,0.0951493089876751
2009-12-18 16:57:00,4,4722.6,357,172,0.0111731843575419,1180.65,44,0,0.1619923624490049
2009-12-02 14:09:00,1,214.8,373,1,0.00267379679144385,214.8,373,1,0.9828043377314264
2009-12-09 14:20:00,4,2174.07,366,71,0.010899182561307902,543.5175,84,0,0.2935188497891691
2009-12-01 18:07:00,2,447.05,374,18,0.005333333333333333,223.525,367,1,0.7445233331437996
2009-12-01 09:50:00,21,7304.8,374,126,0.056,347.84761904761905,71,0,0.024016527730508996
2010-02-23 14:16:00,6,2919.44,290,122,0.020618556701030927,486.5733333333333,87,0,0.07828763319664607
2009-12-08 07:42:00,12,5252.1900000000005,367,57,0.03260869565217391,437.68250000000006,11,0,0.04813890504393412
2010-04-12 11:07:00,5,977.5600000000001,242,58,0.0205761316872428,195.512,31,0,0.09337907578284997
2010-02-11 11:44:00,2,622.67,302,22,0.006600660066006601,311.335,137,1,0.6870466945734688
2010-10-07 11:59:00,1,458.45,64,15,0.015384615384615385,458.45,64,0,0.010823733737529189
2009-12-21 14:52:00,2,183.37,354,11,0.005633802816901409,91.685,11,0,0.7924557147776645
2009-12-02 14:22:00,3,362.42,373,12,0.008021390374331552,120.80666666666667,42,0,0.5288811240588691
2009-12-06 15:35:00,1,436.18,369,24,0.002702702702702703,436.18,369,1,0.9866225024143669
2010-09-21 14:51:00,1,466.33000000000004,80,28,0.012345679012345678,466.33000000000004,80,0,0.0181749267387838
2010-10-10 11:53:00,3,1190.3700000000001,61,64,0.04838709677419355,396.79,16,0,0.007398186116756341
2010-06-06 14:05:00,1,286.71,187,19,0.005319148936170213,286.71,187,1,0.9885239319418702
2010-05-09 14:54:00,4,1467.48,215,22,0.018518518518518517,366.87,35,0,0.16238478024422398
2009-12-11 16:33:00,3,1398.81,364,131,0.00821917808219178,466.27,11,0,0.35521054573857835
2010-03-01 11:59:00,1,187.87,284,45,0.0035087719298245615,187.87,284,1,0.9874828343813071
2009-12-06 12:10:00,1,305.5,369,8,0.002702702702702703,305.5,369,1,0.9873817861646695
2009-12-10 09:25:00,15,11123.35,365,130,0.040983606557377046,741.5566666666667,18,0,0.02622819969215551
2009-12-02 08:58:00,11,4953.61,373,90,0.029411764705882353,450.3281818181818,3,0,0.038777364059607876
2009-12-08 09:19:00,5,1570.81,367,86,0.01358695652173913,314.162,36,0,0.12243359438073068
2010-01-13 12:30:00,1,332.7,331,11,0.0030120481927710845,332.7,331,1,0.9884667369779839
2010-06-15 09:17:00,3,670.98,178,29,0.01675977653631285,223.66,126,1,0.17283847427653024
2010-03-03 15:13:00,2,671.34,282,42,0.007067137809187279,335.67,9,0,0.4851002109428874
2010-08-10 15:17:00,1,30.6,122,1,0.008130081300813009,30.6,122,1,0.9635170815716159
2010-04-08 09:47:00,3,3857.85,246,10,0.012145748987854251,1285.95,95,1,0.7485201775182594
2010-01-13 16:04:00,7,5259.3,331,204,0.02108433734939759,751.3285714285714,19,0,0.05976725372998092
2010-03-09 13:43:00,7,2106.8,276,21,0.02527075812274368,300.9714285714286,24,0,0.10244868508146236
2010-10-21 14:08:00,1,309.09000000000003,50,14,0.0196078431372549,309.09000000000003,50,0,0.010383472206685219
2009-12-23 10:54:00,2,679.45,352,44,0.0056657223796034,339.725,309,1,0.5336862988906116
2010-02-18 13:57:00,5,1376.05,295,75,0.016891891891891893,275.21,23,0,0.13621379660099037
2010-08-13 14:35:00,1,233.39999999999998,119,17,0.008333333333333333,233.39999999999998,119,1,0.9579844980890069
2010-01-13 12:47:00,6,5115.08,331,204,0.018072289156626505,852.5133333333333,17,0,0.062005394841310034
2009-12-01 12:30:00,102,196566.74,374,1094,0.272,1927.1249019607842,7,0,0.025844764249124498
2010-03-03 16:49:00,3,569.9,282,33,0.01060070671378092,189.96666666666667,25,0,0.5905294632329756
2009-12-03 12:31:00,9,3245.0,372,367,0.024128686327077747,360.55555555555554,15,0,0.03030228380274908
2010-01-10 12:06:00,7,8421.47,334,80,0.020895522388059702,1203.0671428571427,246,1,0.2016611197046324
2009-12-13 11:46:00,5,2208.36,362,153,0.013774104683195593,441.672,5,0,0.10948263079613668
2010-09-03 17:15:00,1,148.71,98,6,0.010101010101010102,148.71,98,1,0.9360418733880115
2010-03-23 15:10:00,2,256.85,262,39,0.0076045627376425855,128.425,141,1,0.5651231541073574
2010-01-27 16:07:00,4,721.65,317,32,0.012578616352201259,180.4125,100,1,0.425405578411283
2010-05-24 12:28:00,2,370.45,200,11,0.009950248756218905,185.225,56,0,0.5478622966853955
2010-09-21 13:39:00,2,624.4300000000001,80,50,0.024691358024691357,312.21500000000003,66,0,0.011790449670642633
2010-11-09 14:06:00,3,597.33,31,123,0.09375,199.11,11,0,0.008743466077107694
2009-12-09 13:50:00,1,135.0,366,6,0.0027247956403269754,135.0,366,1,0.9879515926720415
2010-03-07 10:58:00,3,402.72,278,38,0.010752688172043012,134.24,241,1,0.5255275977217508
2009-12-09 12:46:00,2,135.16,366,3,0.005449591280653951,67.58,277,1,0.8305973620126917
2010-03-22 10:43:00,5,4456.58,263,125,0.01893939393939394,891.316,54,0,0.0627516155342656
2010-11-23 13:21:00,2,339.11,17,14,0.1111111111111111,169.555,3,0,0.0073533332887014535
2010-02-26 11:59:00,9,1669.93,287,118,0.03125,185.54777777777778,17,0,0.0789368550420624
2010-06-09 14:56:00,9,1570.73,184,44,0.04864864864864865,174.52555555555557,8,0,0.06696352653608802
2010-05-26 12:32:00,2,310.55,198,48,0.010050251256281407,155.275,46,0,0.36381016844507325
2010-04-22 15:36:00,4,678.77,232,42,0.017167381974248927,169.6925,79,0,0.15535438090994402
2010-08-15 15:36:00,2,286.29,117,27,0.01694915254237288,143.145,47,0,0.24672205234275882
2010-03-05 11:17:00,5,1550.63,280,75,0.017793594306049824,310.12600000000003,63,0,0.12942600936462223
2010-08-23 12:06:00,1,123.5,109,8,0.00909090909090909,123.5,109,1,0.9594238348621886
2010-11-16 09:28:00,2,1160.31,24,46,0.08,580.155,4,0,0.008563244905892522
2010-02-11 14:27:00,1,79.9,302,1,0.0033003300330033004,79.9,302,1,0.9861579109144459
2009-12-11 10:48:00,2,132.9,364,6,0.005479452054794521,66.45,30,0,0.6004182434155146
2010-11-16 17:44:00,1,293.74,24,14,0.04,293.74,24,0,0.005915775659439742
2010-11-08 12:31:00,1,356.8,32,22,0.030303030303030304,356.8,32,0,0.007896327949201509
2010-01-06 12:16:00,15,7321.070000000001,338,246,0.04424778761061947,488.07133333333337,28,0,0.02506888882146837
2010-03-15 17:12:00,4,1603.6,270,5,0.014760147601476014,400.9,75,0,0.2149950169161186
2010-10-25 10:01:00,1,390.05,46,20,0.02127659574468085,390.05,46,0,0.00839807450907592
2010-01-05 10:07:00,5,868.33,339,33,0.014705882352941176,173.666,36,0,0.22397208031083454
2010-06-27 12:13:00,3,906.3,166,15,0.017964071856287425,302.09999999999997,59,0,0.19558857405299818
2010-04-01 13:01:00,1,379.2,253,21,0.003937007874015748,379.2,253,1,0.9883473304000652
2010-04-30 13:00:00,3,446.1,224,17,0.013333333333333334,148.70000000000002,45,0,0.2638336839495165
2010-03-25 10:36:00,3,847.76,260,27,0.011494252873563218,282.58666666666664,17,0,0.41918797359700116
2010-11-07 13:35:00,1,339.34,33,16,0.029411764705882353,339.34,33,0,0.007963555314368233
2009-12-02 13:26:00,3,901.9300000000001,373,158,0.008021390374331552,300.6433333333334,58,0,0.19656878001489722
2010-03-07 12:20:00,7,1947.5,278,65,0.025089605734767026,278.2142857142857,30,0,0.08134573605247201
2010-11-02 11:37:00,2,856.85,38,43,0.05128205128205128,428.425,24,0,0.008521455205388856
2010-01-21 09:33:00,1,157.8,323,2,0.0030864197530864196,157.8,323,1,0.9885845943439788
2010-06-06 13:11:00,1,415.31,187,25,0.005319148936170213,415.31,187,1,0.9881716883880985
2010-01-22 10:28:00,9,2919.84,322,97,0.02786377708978328,324.4266666666667,21,0,0.04887377152248461
2010-01-06 10:17:00,11,3955.6800000000003,338,128,0.032448377581120944,359.60727272727274,7,0,0.03836563601175218
2009-12-09 12:48:00,9,2161.19,366,96,0.02452316076294278,240.13222222222223,47,0,0.06139372932383066
2010-09-20 11:48:00,1,1119.66,81,12,0.012195121951219513,1119.66,81,0,0.02253042478213982
2010-10-31 10:37:00,1,1192.2,40,5,0.024390243902439025,1192.2,40,0,0.01534965939737143
2009-12-08 09:35:00,4,1626.6100000000001,367,81,0.010869565217391304,406.65250000000003,4,0,0.2548653534551871
2010-10-21 15:07:00,1,310.74,50,18,0.0196078431372549,310.74,50,0,0.0102960282198527
2010-06-30 12:54:00,7,1411.91,163,68,0.042682926829268296,201.70142857142858,2,0,0.04928010837880964
2010-08-03 14:42:00,2,543.89,129,32,0.015384615384615385,271.945,45,0,0.1945301640025212
2010-05-19 13:26:00,2,882.5999999999999,205,12,0.009708737864077669,441.29999999999995,203,1,0.5621033701118909
2010-04-06 14:10:00,8,3084.69,248,67,0.0321285140562249,385.58625,85,0,0.052323258957800246
2010-06-13 13:46:00,5,847.78,180,101,0.027624309392265192,169.55599999999998,26,0,0.05060757824037816
2010-01-12 15:02:00,4,2037.02,332,70,0.012012012012012012,509.255,70,0,0.25684972147460894
2010-09-24 14:32:00,1,770.34,77,31,0.01282051282051282,770.34,77,0,0.015919757380029122
2010-02-08 09:38:00,5,3017.75,305,164,0.016339869281045753,603.55,50,0,0.07472799635632847
2010-06-11 12:29:00,3,745.5,182,38,0.01639344262295082,248.5,73,0,0.1760993717485758
2010-08-25 11:47:00,4,1046.84,107,21,0.037037037037037035,261.71,39,0,0.09927608974671845
2010-06-09 13:56:00,3,979.8000000000001,184,27,0.016216216216216217,326.6,71,0,0.16539455057700678
2010-09-15 09:52:00,1,309.91,86,19,0.011494252873563218,309.91,86,0,0.021434512775049312
2010-03-05 16:35:00,3,1441.55,280,30,0.010676156583629894,480.51666666666665,101,1,0.553572130782706
2010-03-30 13:36:00,4,1573.13,255,53,0.015625,393.2825,134,1,0.15768703255688338
2010-07-22 14:27:00,4,1253.78,141,29,0.028169014084507043,313.445,8,0,0.10060993878504511
2010-04-28 10:04:00,2,471.14,226,26,0.00881057268722467,235.57,9,0,0.54207629322488
2009-12-05 10:58:00,2,287.38,370,5,0.005390835579514825,143.69,298,1,0.75592457601104
2009-12-05 12:36:00,10,1882.3200000000002,370,41,0.026954177897574125,188.23200000000003,67,0,0.10169031525178002
2010-10-12 12:48:00,1,357.15000000000003,59,19,0.016666666666666666,357.15000000000003,59,0,0.010361066883439915
2010-01-12 15:11:00,1,120.0,332,2,0.003003003003003003,120.0,332,1,0.9893364951115261
2010-08-20 13:41:00,8,4842.28,112,180,0.07079646017699115,605.285,1,0,0.039171435878562755
2010-02-17 11:40:00,1,366.41999999999996,296,16,0.003367003367003367,366.41999999999996,296,1,0.9881015585062158
2010-06-06 15:07:00,4,635.89,187,72,0.02127659574468085,158.9725,40,0,0.0694256822426032
2010-07-12 14:27:00,2,730.37,151,33,0.013157894736842105,365.185,95,1,0.3221571375674546
2010-01-29 14:21:00,12,5625.461,315,178,0.0379746835443038,468.7884166666667,46,0,0.027693604021498654
2010-11-23 13:36:00,1,350.99,17,10,0.05555555555555555,350.99,17,0,0.005915775659439742
2010-03-26 15:08:00,2,363.40000000000003,259,11,0.007692307692307693,181.70000000000002,129,1,0.6365279689194466
2010-10-03 11:52:00,1,601.03,68,23,0.014492753623188406,601.03,68,0,0.011643279238132857
2010-06-11 15:54:00,1,1000.63,182,1,0.00546448087431694,1000.63,182,1,0.9862818510532745
2010-01-14 10:35:00,3,1504.93,330,70,0.00906344410876133,501.6433333333334,127,1,0.4545146677890009
2010-03-01 15:36:00,4,2854.73,284,97,0.014035087719298246,713.6825,16,0,0.11057627160825328
2009-12-04 08:36:00,16,19381.36,371,85,0.043010752688172046,1211.335,31,0,0.03927444527022327
2010-06-09 11:23:00,3,824.28,184,50,0.016216216216216217,274.76,107,1,0.14838124698090216
2010-10-12 14:09:00,1,322.93,59,16,0.016666666666666666,322.93,59,0,0.01044905741068631
2010-04-07 13:21:00,4,1183.39,247,49,0.016129032258064516,295.8475,15,0,0.13521184069708653
2010-04-06 14:39:00,2,843.1700000000001,248,47,0.008032128514056224,421.58500000000004,100,1,0.3793484200547084
2010-10-07 13:32:00,1,40.56,64,1,0.015384615384615385,40.56,64,0,0.016032221160914854
2010-08-26 10:45:00,1,354.85,106,19,0.009345794392523364,354.85,106,1,0.9577574145961907
2010-09-26 12:53:00,1,295.73,75,16,0.013157894736842105,295.73,75,0,0.015226449927616298
2010-10-26 17:01:00,1,106.81,45,28,0.021739130434782608,106.81,45,0,0.010303747742306489
2010-05-06 14:01:00,2,482.85,218,31,0.0091324200913242,241.425,198,1,0.5424007320746687
2010-01-22 12:51:00,1,256.6,322,15,0.0030959752321981426,256.6,322,1,0.9874715647525147
2010-04-11 12:32:00,6,1189.3799999999999,243,14,0.02459016393442623,198.23,31,0,0.08839895065327522
2010-02-17 13:10:00,4,982.9399999999999,296,38,0.013468013468013467,245.73499999999999,43,0,0.21736123363162374
2009-12-13 15:43:00,6,13009.61,362,147,0.01652892561983471,2168.2683333333334,47,0,0.16638683851002953
2010-10-26 12:07:00,1,205.83,45,13,0.021739130434782608,205.83,45,0,0.008201041551554784
2010-01-27 16:34:00,2,191.86,317,3,0.006289308176100629,95.93,156,1,0.8172159011031147
2010-10-27 14:45:00,1,245.15,44,7,0.022222222222222223,245.15,44,0,0.007441267781322814
2010-02-15 11:22:00,11,4120.32,298,59,0.03678929765886288,374.57454545454544,3,0,0.06469885765265793
